a;gamma;iterate
1.425195031043647;0.1;71
1.425195031043647;0.1;72
1.425195031043647;0.1;73
1.4133840674594782;0.1;74
1.4133840674594782;0.1;75
1.4133840674594782;0.1;76
1.4133840674594782;0.1;77
1.4264621178899874;0.1;78
1.4264621178899874;0.1;79
1.4264621178899874;0.1;80
1.4264621178899874;0.1;81
1.4264621178899874;0.1;82
1.4264621178899874;0.1;83
1.4264621178899874;0.1;84
1.4953881888297382;0.1;85
1.4953881888297382;0.1;86
1.4953881888297382;0.1;87
1.4953881888297382;0.1;88
1.4953881888297382;0.1;89
1.4953881888297382;0.1;90
1.561098856686418;0.1;91
1.5564476877643327;0.1;92
1.5564476877643327;0.1;93
1.5564476877643327;0.1;94
1.5564476877643327;0.1;95
1.5564476877643327;0.1;96
1.5564476877643327;0.1;97
1.5564476877643327;0.1;98
1.5564476877643327;0.1;99
1.5564476877643327;0.1;100
1.5564476877643327;0.1;101
1.5564476877643327;0.1;102
1.5564476877643327;0.1;103
1.5564476877643327;0.1;104
1.5568757689830108;0.1;105
1.5568757689830108;0.1;106
1.6319584430921554;0.1;107
1.50731755244059;0.1;108
1.50731755244059;0.1;109
1.50731755244059;0.1;110
1.5772366532434556;0.1;111
1.53062191877845;0.1;112
1.5092775344344254;0.1;113
1.5092775344344254;0.1;114
1.5092775344344254;0.1;115
1.5092775344344254;0.1;116
1.521506553220809;0.1;117
1.5114400786825826;0.1;118
1.5114400786825826;0.1;119
1.5114400786825826;0.1;120
1.5114400786825826;0.1;121
1.5114400786825826;0.1;122
1.5114400786825826;0.1;123
1.5114400786825826;0.1;124
1.3952356781025124;0.1;125
1.3952356781025124;0.1;126
1.350207244773678;0.1;127
1.350207244773678;0.1;128
1.3828529805262015;0.1;129
1.3772724702599506;0.1;130
1.3772724702599506;0.1;131
1.3557883932630093;0.1;132
1.3557883932630093;0.1;133
1.2948018185285293;0.1;134
1.2948018185285293;0.1;135
1.2948018185285293;0.1;136
1.281343855435442;0.1;137
1.3616070610141302;0.1;138
1.3254067865382735;0.1;139
1.387179481393317;0.1;140
1.398266705197653;0.1;141
1.4271566637213513;0.1;142
1.4271566637213513;0.1;143
1.4212195362147617;0.1;144
1.4212195362147617;0.1;145
1.5338006319440782;0.1;146
1.5338006319440782;0.1;147
1.5338006319440782;0.1;148
1.5338006319440782;0.1;149
1.5338006319440782;0.1;150
1.5338006319440782;0.1;151
1.4967651870297833;0.1;152
1.4967651870297833;0.1;153
1.4967651870297833;0.1;154
1.5799939826637093;0.1;155
1.5799939826637093;0.1;156
1.5799939826637093;0.1;157
1.5799939826637093;0.1;158
1.5799939826637093;0.1;159
1.5799939826637093;0.1;160
1.5799939826637093;0.1;161
1.5799939826637093;0.1;162
1.6572113455088562;0.1;163
1.6572113455088562;0.1;164
1.6572113455088562;0.1;165
1.6572113455088562;0.1;166
1.6894180984104807;0.1;167
1.6894180984104807;0.1;168
1.6951175642635956;0.1;169
1.6951175642635956;0.1;170
1.6951175642635956;0.1;171
1.5940062687910297;0.1;172
1.5940062687910297;0.1;173
1.597752699916175;0.1;174
1.6512954861036924;0.1;175
1.6581575811767226;0.1;176
1.6200036940736944;0.1;177
1.6200036940736944;0.1;178
1.584100213514914;0.1;179
1.6424615163199536;0.1;180
1.640461646858941;0.1;181
1.640461646858941;0.1;182
1.6326698991765474;0.1;183
1.616964785390004;0.1;184
1.616964785390004;0.1;185
1.6787833719973377;0.1;186
1.6787833719973377;0.1;187
1.6787833719973377;0.1;188
1.6061450529441452;0.1;189
1.6061450529441452;0.1;190
1.6061450529441452;0.1;191
1.6626925019015828;0.1;192
1.6626925019015828;0.1;193
1.6626925019015828;0.1;194
1.6626925019015828;0.1;195
1.5345342446456447;0.1;196
1.5345342446456447;0.1;197
1.524546080631135;0.1;198
1.5691697884562783;0.1;199
1.5691697884562783;0.1;200
1.7871471666485828;0.1;201
1.7871471666485828;0.1;202
1.7871471666485828;0.1;203
1.7871471666485828;0.1;204
1.8115288961881497;0.1;205
1.780101686757363;0.1;206
1.7933179363542624;0.1;207
1.7933179363542624;0.1;208
1.7933179363542624;0.1;209
1.8141459681124452;0.1;210
1.7850727808619453;0.1;211
1.7850727808619453;0.1;212
1.7850727808619453;0.1;213
1.7850727808619453;0.1;214
1.8709380919987664;0.1;215
1.8709380919987664;0.1;216
1.8709380919987664;0.1;217
1.8709380919987664;0.1;218
1.8709380919987664;0.1;219
1.9535666836908576;0.1;220
1.9535666836908576;0.1;221
2.0111928300716917;0.1;222
2.0111928300716917;0.1;223
2.0111928300716917;0.1;224
2.017808594597917;0.1;225
2.017808594597917;0.1;226
2.017808594597917;0.1;227
1.973199117962195;0.1;228
1.9654144933363271;0.1;229
1.8940890180078371;0.1;230
1.9739595016022469;0.1;231
1.9739595016022469;0.1;232
1.892951008814136;0.1;233
1.892951008814136;0.1;234
1.8637546985266882;0.1;235
1.8658455349068426;0.1;236
1.8658455349068426;0.1;237
1.8658455349068426;0.1;238
1.8658455349068426;0.1;239
1.8658455349068426;0.1;240
1.90365323787955;0.1;241
1.9410500999718907;0.1;242
1.9541712007428633;0.1;243
1.885332983839106;0.1;244
1.8485754974324675;0.1;245
1.9680202845331756;0.1;246
1.9680202845331756;0.1;247
1.9680202845331756;0.1;248
1.9382676225961277;0.1;249
1.958406611952389;0.1;250
1.9654707667840425;0.1;251
1.9654707667840425;0.1;252
1.9654707667840425;0.1;253
1.9143190476577165;0.1;254
2.0169983991607126;0.1;255
2.0169983991607126;0.1;256
2.0169983991607126;0.1;257
2.0361426699350624;0.1;258
2.0361426699350624;0.1;259
2.111260125358583;0.1;260
2.111260125358583;0.1;261
2.111260125358583;0.1;262
2.111260125358583;0.1;263
2.111260125358583;0.1;264
2.1101007687157605;0.1;265
2.1101007687157605;0.1;266
2.1101007687157605;0.1;267
2.1101007687157605;0.1;268
2.1101007687157605;0.1;269
2.1101007687157605;0.1;270
2.1101007687157605;0.1;271
2.0083704076135955;0.1;272
2.043542011997668;0.1;273
2.0921907630278413;0.1;274
2.0921907630278413;0.1;275
2.097508411199695;0.1;276
2.097508411199695;0.1;277
2.097508411199695;0.1;278
2.097508411199695;0.1;279
2.0379990349167776;0.1;280
2.0379990349167776;0.1;281
2.0379990349167776;0.1;282
2.0379990349167776;0.1;283
2.0379990349167776;0.1;284
2.0379990349167776;0.1;285
1.949674126815751;0.1;286
1.949674126815751;0.1;287
1.949674126815751;0.1;288
2.0862370444885703;0.1;289
2.0395486859313574;0.1;290
2.0395486859313574;0.1;291
2.1570633882060486;0.1;292
2.1570633882060486;0.1;293
2.1799420190167926;0.1;294
2.1799420190167926;0.1;295
2.114510110500688;0.1;296
2.073689888076889;0.1;297
2.1927912904015727;0.1;298
2.1927912904015727;0.1;299
2.152991604772487;0.1;300
2.152991604772487;0.1;301
2.152991604772487;0.1;302
2.261885332574634;0.1;303
2.261885332574634;0.1;304
2.2384781196688914;0.1;305
2.2384781196688914;0.1;306
2.1863544411232914;0.1;307
2.264836463768704;0.1;308
2.3154267145780447;0.1;309
2.2340223640888026;0.1;310
2.344472479849578;0.1;311
2.3393554117025737;0.1;312
2.3393554117025737;0.1;313
2.2056225510665635;0.1;314
2.2056225510665635;0.1;315
2.1167389696117915;0.1;316
2.1116691045009617;0.1;317
2.1116691045009617;0.1;318
2.1113551876270304;0.1;319
2.0918682428423456;0.1;320
2.0918682428423456;0.1;321
2.1832477940752253;0.1;322
2.1832477940752253;0.1;323
2.1832477940752253;0.1;324
2.1608985297536383;0.1;325
2.1608985297536383;0.1;326
2.1961273337148133;0.1;327
2.181390005574395;0.1;328
2.175006758046272;0.1;329
2.287523672084952;0.1;330
2.287260558691477;0.1;331
2.236271608032853;0.1;332
2.232488249057721;0.1;333
2.2088132699326897;0.1;334
2.1810822375708208;0.1;335
2.1810822375708208;0.1;336
2.2535149575236195;0.1;337
2.2535149575236195;0.1;338
2.1615513483348074;0.1;339
2.087526459239527;0.1;340
2.125647901816021;0.1;341
2.187422383928453;0.1;342
2.187422383928453;0.1;343
2.187422383928453;0.1;344
2.187422383928453;0.1;345
2.3341988892666863;0.1;346
2.3341988892666863;0.1;347
2.141284913349263;0.1;348
2.29600766673982;0.1;349
2.297634706389289;0.1;350
2.2910695863846264;0.1;351
2.3100263082222163;0.1;352
2.3100263082222163;0.1;353
2.3100263082222163;0.1;354
2.287445005237604;0.1;355
2.287445005237604;0.1;356
2.287445005237604;0.1;357
2.287445005237604;0.1;358
2.287445005237604;0.1;359
2.287445005237604;0.1;360
2.287445005237604;0.1;361
2.287445005237604;0.1;362
2.342112682816483;0.1;363
2.342112682816483;0.1;364
2.3503439344812165;0.1;365
2.3364248115991573;0.1;366
2.3364248115991573;0.1;367
2.3364248115991573;0.1;368
2.3364248115991573;0.1;369
2.401501171364902;0.1;370
2.401501171364902;0.1;371
2.3680896245348007;0.1;372
2.3680896245348007;0.1;373
2.4622408893954164;0.1;374
2.459151815981604;0.1;375
2.5040048661187475;0.1;376
2.5040048661187475;0.1;377
2.539436329175865;0.1;378
2.459078705699589;0.1;379
2.459078705699589;0.1;380
2.459078705699589;0.1;381
2.5775765883987796;0.1;382
2.5775765883987796;0.1;383
2.5775765883987796;0.1;384
2.4679287020592535;0.1;385
2.4591225451706773;0.1;386
2.4591225451706773;0.1;387
2.597951673100764;0.1;388
2.597951673100764;0.1;389
2.516674994632663;0.1;390
2.516674994632663;0.1;391
2.5044286254002626;0.1;392
2.5044286254002626;0.1;393
2.5316499697397146;0.1;394
2.4596874544044627;0.1;395
2.4596874544044627;0.1;396
2.6573327801513167;0.1;397
2.6256067574178283;0.1;398
2.6256067574178283;0.1;399
2.6256067574178283;0.1;400
2.70706301557069;0.1;401
2.631344459927171;0.1;402
2.631344459927171;0.1;403
2.631344459927171;0.1;404
2.639820991310235;0.1;405
2.6479640565184543;0.1;406
2.6479640565184543;0.1;407
2.6479640565184543;0.1;408
2.583670531239061;0.1;409
2.6662713698452776;0.1;410
2.6662713698452776;0.1;411
2.6662713698452776;0.1;412
2.583785690209172;0.1;413
2.5340527889241464;0.1;414
2.5340527889241464;0.1;415
2.413563407224593;0.1;416
2.4555286313673177;0.1;417
2.4398851575673715;0.1;418
2.4398851575673715;0.1;419
2.4790623927328435;0.1;420
2.4790623927328435;0.1;421
2.3595175010241918;0.1;422
2.3595175010241918;0.1;423
2.352101477611562;0.1;424
2.352101477611562;0.1;425
2.352101477611562;0.1;426
2.3361376584624236;0.1;427
2.3361376584624236;0.1;428
2.4169602516775166;0.1;429
2.4169602516775166;0.1;430
2.4169602516775166;0.1;431
2.4169602516775166;0.1;432
2.3129110836334332;0.1;433
2.330505201271698;0.1;434
2.31533937094953;0.1;435
2.3524931379025094;0.1;436
2.4297684212682142;0.1;437
2.4297684212682142;0.1;438
2.3613429641119215;0.1;439
2.41621280225752;0.1;440
2.41621280225752;0.1;441
2.466490010687118;0.1;442
2.466490010687118;0.1;443
2.466490010687118;0.1;444
2.466490010687118;0.1;445
2.3571941030358254;0.1;446
2.419223767510436;0.1;447
2.419223767510436;0.1;448
2.492056752780342;0.1;449
2.492056752780342;0.1;450
2.440074057635959;0.1;451
2.440074057635959;0.1;452
2.40447430502517;0.1;453
2.436627481623378;0.1;454
2.436627481623378;0.1;455
2.3872753199474186;0.1;456
2.4761668820104146;0.1;457
2.4761668820104146;0.1;458
2.4761668820104146;0.1;459
2.4761668820104146;0.1;460
2.4761668820104146;0.1;461
2.3890930854897086;0.1;462
2.3890930854897086;0.1;463
2.326110061105179;0.1;464
2.326110061105179;0.1;465
2.2724130812616035;0.1;466
2.2724130812616035;0.1;467
2.2724130812616035;0.1;468
2.2724130812616035;0.1;469
2.226342535316821;0.1;470
2.226342535316821;0.1;471
2.1592662177955946;0.1;472
2.1901496032380043;0.1;473
2.3009187944935774;0.1;474
2.3009187944935774;0.1;475
2.295570471138906;0.1;476
2.2986346488840033;0.1;477
2.37548784625082;0.1;478
2.37548784625082;0.1;479
2.4066986546907154;0.1;480
2.4066986546907154;0.1;481
2.4021148438872046;0.1;482
2.448395329873962;0.1;483
2.448395329873962;0.1;484
2.3911936080824954;0.1;485
2.3911936080824954;0.1;486
2.3911936080824954;0.1;487
2.3363113506774407;0.1;488
2.2986615177931764;0.1;489
2.2986615177931764;0.1;490
2.414801662880041;0.1;491
2.342905171935158;0.1;492
2.3787015730574166;0.1;493
2.3787015730574166;0.1;494
2.3787015730574166;0.1;495
2.3787015730574166;0.1;496
2.3392778476441496;0.1;497
2.3392778476441496;0.1;498
2.3738233953573546;0.1;499
2.3516268549558164;0.1;500
2.331307596692848;0.1;501
2.3301277967359977;0.1;502
2.3301277967359977;0.1;503
2.3656786071273137;0.1;504
2.3656786071273137;0.1;505
2.3656786071273137;0.1;506
2.340956820894055;0.1;507
2.359560947954571;0.1;508
2.379439598604943;0.1;509
2.379439598604943;0.1;510
2.320450091254006;0.1;511
2.320450091254006;0.1;512
2.320450091254006;0.1;513
2.4133512345694923;0.1;514
2.4133512345694923;0.1;515
2.4133512345694923;0.1;516
2.592784370251013;0.1;517
2.5829620211189863;0.1;518
2.5829620211189863;0.1;519
2.5964099744183273;0.1;520
2.6051503478146776;0.1;521
2.6051503478146776;0.1;522
2.557609998368985;0.1;523
2.619563088311364;0.1;524
2.563581226865422;0.1;525
2.563581226865422;0.1;526
2.5277920739484165;0.1;527
2.582715633990101;0.1;528
2.61336642764046;0.1;529
2.43005221190135;0.1;530
2.434679806038763;0.1;531
2.4406392874998684;0.1;532
2.4406392874998684;0.1;533
2.4937720716372134;0.1;534
2.512781108070137;0.1;535
2.512781108070137;0.1;536
2.512781108070137;0.1;537
2.6203330618607525;0.1;538
2.601624908510229;0.1;539
2.481157892818921;0.1;540
2.481157892818921;0.1;541
2.529844321351472;0.1;542
2.529844321351472;0.1;543
2.529844321351472;0.1;544
2.637980023000904;0.1;545
2.5496426591957975;0.1;546
2.5514839701356165;0.1;547
2.5514839701356165;0.1;548
2.54761986137499;0.1;549
2.54761986137499;0.1;550
2.54761986137499;0.1;551
2.4245444560525615;0.1;552
2.4245444560525615;0.1;553
2.4245444560525615;0.1;554
2.3435112270145515;0.1;555
2.3435112270145515;0.1;556
2.3435112270145515;0.1;557
2.3846746776444765;0.1;558
2.3846746776444765;0.1;559
2.42656708105054;0.1;560
2.42656708105054;0.1;561
2.42656708105054;0.1;562
2.42656708105054;0.1;563
2.2780799414400503;0.1;564
2.2456764381917034;0.1;565
2.359236302930168;0.1;566
2.236121454654343;0.1;567
2.236121454654343;0.1;568
2.1682225388204115;0.1;569
2.1311997583544597;0.1;570
2.205059362580687;0.1;571
2.205059362580687;0.1;572
2.205059362580687;0.1;573
2.205059362580687;0.1;574
2.3483377329925634;0.1;575
2.3054193568576284;0.1;576
2.4298345651210362;0.1;577
2.4632132683334045;0.1;578
2.4632132683334045;0.1;579
2.541039449044873;0.1;580
2.541039449044873;0.1;581
2.541039449044873;0.1;582
2.504622261261503;0.1;583
2.5737062048726473;0.1;584
2.477502802586785;0.1;585
2.477502802586785;0.1;586
2.582101059184247;0.1;587
2.582101059184247;0.1;588
2.510986978655496;0.1;589
2.510986978655496;0.1;590
2.402007739665189;0.1;591
2.402007739665189;0.1;592
2.402007739665189;0.1;593
2.402007739665189;0.1;594
2.4438013536960175;0.1;595
2.4438013536960175;0.1;596
2.3703364838450445;0.1;597
2.3703364838450445;0.1;598
2.4168927483790683;0.1;599
2.4168927483790683;0.1;600
2.4168927483790683;0.1;601
2.396860604987557;0.1;602
2.396860604987557;0.1;603
2.3983563173168965;0.1;604
2.3983563173168965;0.1;605
2.420027481286546;0.1;606
2.4552810203045867;0.1;607
2.4552810203045867;0.1;608
2.4584391072280587;0.1;609
2.4584391072280587;0.1;610
2.4584391072280587;0.1;611
2.4584391072280587;0.1;612
2.4690785704631937;0.1;613
2.4690785704631937;0.1;614
2.369951795907261;0.1;615
2.369951795907261;0.1;616
2.3362305134662997;0.1;617
2.3362305134662997;0.1;618
2.3083469529586216;0.1;619
2.3027306770460823;0.1;620
2.3027306770460823;0.1;621
2.2649363301916314;0.1;622
2.391553032213935;0.1;623
2.391553032213935;0.1;624
2.391553032213935;0.1;625
2.5305859900935843;0.1;626
2.4842739713430584;0.1;627
2.46723226781248;0.1;628
2.395860797967045;0.1;629
2.4624816412633446;0.1;630
2.4624816412633446;0.1;631
2.538018626281952;0.1;632
2.538018626281952;0.1;633
2.5302554517623563;0.1;634
2.5302554517623563;0.1;635
2.404837521024256;0.1;636
2.364294701924593;0.1;637
2.4436548440974066;0.1;638
2.4436548440974066;0.1;639
2.4663578757675264;0.1;640
2.4663578757675264;0.1;641
2.5265490735811555;0.1;642
2.4790947386922375;0.1;643
2.4790947386922375;0.1;644
2.494256473388585;0.1;645
2.494256473388585;0.1;646
2.407437777958174;0.1;647
2.407437777958174;0.1;648
2.234898362967986;0.1;649
2.234898362967986;0.1;650
2.212239665631798;0.1;651
2.1662141930498975;0.1;652
2.1662141930498975;0.1;653
2.243656730493796;0.1;654
2.162406006592193;0.1;655
2.162406006592193;0.1;656
2.153817949049416;0.1;657
2.153817949049416;0.1;658
2.153817949049416;0.1;659
2.1578323207086822;0.1;660
2.3518173834687186;0.1;661
2.324924210124588;0.1;662
2.373274840940058;0.1;663
2.3840648726464675;0.1;664
2.3840648726464675;0.1;665
2.387248455773056;0.1;666
2.387248455773056;0.1;667
2.3569015660334554;0.1;668
2.2434407720055116;0.1;669
2.2434407720055116;0.1;670
2.302841553705036;0.1;671
2.223862707372866;0.1;672
2.223862707372866;0.1;673
2.223862707372866;0.1;674
2.2500292127303094;0.1;675
2.2500292127303094;0.1;676
2.2226429314598626;0.1;677
2.2215142391371914;0.1;678
2.2215142391371914;0.1;679
2.180184078163971;0.1;680
2.2430879518814164;0.1;681
2.2430879518814164;0.1;682
2.1740367773903317;0.1;683
2.1740367773903317;0.1;684
2.0869583334312614;0.1;685
2.0869583334312614;0.1;686
2.0869583334312614;0.1;687
2.1534807552251203;0.1;688
2.1678782406607;0.1;689
2.1678782406607;0.1;690
2.129588648420202;0.1;691
2.143784449435757;0.1;692
2.143784449435757;0.1;693
2.106871888456616;0.1;694
2.106871888456616;0.1;695
2.1874881164280024;0.1;696
2.1975089690970515;0.1;697
2.1659046548651855;0.1;698
2.1659046548651855;0.1;699
2.1788649781979093;0.1;700
2.1788649781979093;0.1;701
2.1788649781979093;0.1;702
2.039805547141154;0.1;703
2.039805547141154;0.1;704
2.039805547141154;0.1;705
2.039805547141154;0.1;706
1.8855412965276328;0.1;707
1.9159438590811084;0.1;708
1.9220544307305556;0.1;709
1.9220544307305556;0.1;710
2.119042898670973;0.1;711
2.119042898670973;0.1;712
2.119042898670973;0.1;713
2.07611923020006;0.1;714
2.07611923020006;0.1;715
1.992870921094133;0.1;716
1.992870921094133;0.1;717
2.0324349434616646;0.1;718
2.0324349434616646;0.1;719
2.0037032417816176;0.1;720
2.020640605930343;0.1;721
2.020640605930343;0.1;722
2.020640605930343;0.1;723
2.0715335474988765;0.1;724
2.0715335474988765;0.1;725
2.0909415920977805;0.1;726
2.0909415920977805;0.1;727
2.0909415920977805;0.1;728
2.02962828571259;0.1;729
2.02962828571259;0.1;730
2.043266522622803;0.1;731
2.043266522622803;0.1;732
2.043266522622803;0.1;733
2.0158682015803406;0.1;734
2.049755017632713;0.1;735
2.049755017632713;0.1;736
2.052418704812974;0.1;737
2.1702885168136925;0.1;738
2.1723204163944616;0.1;739
2.101156142632745;0.1;740
2.1616101850485174;0.1;741
2.1616101850485174;0.1;742
2.1134855064180065;0.1;743
2.1134855064180065;0.1;744
2.059958231960337;0.1;745
2.059958231960337;0.1;746
2.15143769057052;0.1;747
2.15143769057052;0.1;748
2.268194303175842;0.1;749
2.268194303175842;0.1;750
2.268194303175842;0.1;751
2.268194303175842;0.1;752
2.268194303175842;0.1;753
2.2490594459389084;0.1;754
2.263509106466047;0.1;755
2.386002935869464;0.1;756
2.386002935869464;0.1;757
2.41775864682082;0.1;758
2.384128292495234;0.1;759
2.384128292495234;0.1;760
2.384128292495234;0.1;761
2.384128292495234;0.1;762
2.3213497032004446;0.1;763
2.3213497032004446;0.1;764
2.3213497032004446;0.1;765
2.2000625230678996;0.1;766
2.2000625230678996;0.1;767
2.2000625230678996;0.1;768
2.2000625230678996;0.1;769
2.2282048554843423;0.1;770
2.2282048554843423;0.1;771
2.2162849867516066;0.1;772
2.184489510970599;0.1;773
2.184489510970599;0.1;774
2.184489510970599;0.1;775
2.2751112668341267;0.1;776
2.2751112668341267;0.1;777
2.2751112668341267;0.1;778
2.2120816239214625;0.1;779
2.2120816239214625;0.1;780
2.2120816239214625;0.1;781
2.2120816239214625;0.1;782
2.2569024843431316;0.1;783
2.2569024843431316;0.1;784
2.312006159318344;0.1;785
2.332695949805283;0.1;786
2.345755281069584;0.1;787
2.345755281069584;0.1;788
2.3873439001691703;0.1;789
2.3873439001691703;0.1;790
2.212377079563498;0.1;791
2.212377079563498;0.1;792
2.251861719059514;0.1;793
2.251861719059514;0.1;794
2.251861719059514;0.1;795
2.3729013884521524;0.1;796
2.3729013884521524;0.1;797
2.3729013884521524;0.1;798
2.4972056764129213;0.1;799
2.4972056764129213;0.1;800
2.609387852138134;0.1;801
2.5762759825362576;0.1;802
2.476048197184374;0.1;803
2.4088708915747565;0.1;804
2.4088708915747565;0.1;805
2.379342665346742;0.1;806
2.349833409848875;0.1;807
2.2970439687065776;0.1;808
2.2295124580008023;0.1;809
2.2218965675087823;0.1;810
2.2218965675087823;0.1;811
2.2218965675087823;0.1;812
2.2218965675087823;0.1;813
2.2218965675087823;0.1;814
2.2300185620275403;0.1;815
2.2300185620275403;0.1;816
2.2300185620275403;0.1;817
2.258294710937692;0.1;818
2.2405134237819144;0.1;819
2.254438460362237;0.1;820
2.254438460362237;0.1;821
2.254438460362237;0.1;822
2.311322990887437;0.1;823
2.3146973291402495;0.1;824
2.3146973291402495;0.1;825
2.380527076584351;0.1;826
2.380527076584351;0.1;827
2.1613729151775236;0.1;828
2.2359162769249803;0.1;829
2.2359162769249803;0.1;830
2.175560825134457;0.1;831
2.1601891652741894;0.1;832
2.1185748937327578;0.1;833
2.1185748937327578;0.1;834
2.1185748937327578;0.1;835
2.1603900369962914;0.1;836
2.1603900369962914;0.1;837
2.1603900369962914;0.1;838
2.1603900369962914;0.1;839
2.1603900369962914;0.1;840
2.13347535516316;0.1;841
2.0337250899341277;0.1;842
2.0325784049638616;0.1;843
2.0344960549787605;0.1;844
2.045572728593479;0.1;845
2.106131553775849;0.1;846
2.106131553775849;0.1;847
2.106131553775849;0.1;848
2.106131553775849;0.1;849
2.21791609523945;0.1;850
2.173410690796072;0.1;851
2.139617337387943;0.1;852
2.139617337387943;0.1;853
2.2388833625618836;0.1;854
2.151443396031841;0.1;855
2.151443396031841;0.1;856
1.9935306570428;0.1;857
1.9935306570428;0.1;858
1.9935306570428;0.1;859
1.9935306570428;0.1;860
2.01213817908656;0.1;861
2.018030660242569;0.1;862
1.9777121780349247;0.1;863
1.9866695759560846;0.1;864
1.9866695759560846;0.1;865
1.9204104125518946;0.1;866
1.9204104125518946;0.1;867
1.9204104125518946;0.1;868
1.9204104125518946;0.1;869
1.9204104125518946;0.1;870
1.9204104125518946;0.1;871
1.9204104125518946;0.1;872
1.9204104125518946;0.1;873
1.9204104125518946;0.1;874
1.909355809727011;0.1;875
1.909355809727011;0.1;876
1.909355809727011;0.1;877
2.0500473793170504;0.1;878
2.0500473793170504;0.1;879
2.0500473793170504;0.1;880
1.9292293556963092;0.1;881
1.8636581052017784;0.1;882
1.8636581052017784;0.1;883
1.8636581052017784;0.1;884
1.8601724215895974;0.1;885
1.8601724215895974;0.1;886
1.8601724215895974;0.1;887
1.8601724215895974;0.1;888
1.8601724215895974;0.1;889
1.8601724215895974;0.1;890
1.8601724215895974;0.1;891
1.7798073172029414;0.1;892
1.7798073172029414;0.1;893
1.7798073172029414;0.1;894
1.7798073172029414;0.1;895
1.7630002076175222;0.1;896
1.7630002076175222;0.1;897
1.8177533880087684;0.1;898
1.8177533880087684;0.1;899
1.8177533880087684;0.1;900
1.8155210089314264;0.1;901
1.8155210089314264;0.1;902
1.8155210089314264;0.1;903
1.8155210089314264;0.1;904
1.7406381114917633;0.1;905
1.9202002209232856;0.1;906
1.9202002209232856;0.1;907
1.9202002209232856;0.1;908
1.9654812654335279;0.1;909
1.9654812654335279;0.1;910
1.9654812654335279;0.1;911
1.8974713308987725;0.1;912
1.8974713308987725;0.1;913
1.8974713308987725;0.1;914
1.9635136457409725;0.1;915
1.9635136457409725;0.1;916
1.9635136457409725;0.1;917
2.053580605298429;0.1;918
1.9784915129940734;0.1;919
1.9784915129940734;0.1;920
1.9784915129940734;0.1;921
1.9784915129940734;0.1;922
2.010115678288619;0.1;923
2.010115678288619;0.1;924
2.0747928518211882;0.1;925
2.0138291176175915;0.1;926
2.068822006085776;0.1;927
2.068822006085776;0.1;928
2.101755348808668;0.1;929
2.084757721996069;0.1;930
2.084757721996069;0.1;931
2.0620154595071294;0.1;932
2.089614331728515;0.1;933
2.0728040195185597;0.1;934
2.0686539779989457;0.1;935
2.0686539779989457;0.1;936
2.0686539779989457;0.1;937
2.029394886323508;0.1;938
2.0124383860115254;0.1;939
2.0124383860115254;0.1;940
2.0124383860115254;0.1;941
2.0124383860115254;0.1;942
1.9689082590495408;0.1;943
1.9689082590495408;0.1;944
1.9908758536961517;0.1;945
1.9729465156336397;0.1;946
1.9729465156336397;0.1;947
1.9729465156336397;0.1;948
1.9729465156336397;0.1;949
2.0323899686020774;0.1;950
1.9867915394392777;0.1;951
2.0886620371044096;0.1;952
2.0886620371044096;0.1;953
